year_month,trend,seasonal,residuals
2006-01,154.9254937637383,-2.034011144670924,1.2085173809326193
2006-02,155.27273342950767,-2.219196547733,0.44646311822532425
2006-03,155.62567488418478,-0.5611186967405756,-0.06455618744419667
2006-04,155.98360872918846,1.1302441777908816,0.08614709302065648
2006-05,156.3456051879858,2.4892517546132513,-0.3348569425990604
2006-06,156.71051433442145,3.059180664856319,-0.2696949992777604
2006-07,157.07709909583878,3.6032369534700086,-1.2803360493087723
2006-08,157.44417197581956,2.104547841991806,0.2512801821886512
2006-09,157.81105057458936,0.09798219446393143,-1.1090327690532717
2006-10,158.17765321992093,-1.6578739238490536,-0.6197792960718687
2006-11,158.5480529324633,-1.7179370237007967,-0.4301159087625024
2006-12,158.94295620286658,-3.1785976022290425,1.1356413993624699
2007-01,159.3747612748359,-2.304695659267133,-0.6700656155687454
2007-02,159.86069975522986,-2.4722620431701063,0.3115622879402338
2007-03,160.42671164314598,-0.9349834865605827,0.6082718434145988
2007-04,161.08464623408813,0.6214516423993057,0.49390212351255514
2007-05,161.83562216763542,2.1687267152869847,-0.20434888292240316
2007-06,162.67599556721262,2.874298746148536,-1.850294313361161
2007-07,163.59897464620636,3.3928380470533726,-2.091812693259726
2007-08,164.59961593666515,2.1694745825643693,-3.7690905192295077
2007-09,165.68526080803508,0.7769031399608533,-2.7621639479959583
2007-10,166.87022759170165,-0.9478186860542976,-1.4224089056473588
2007-11,168.15388257270496,-1.4566347571085343,1.3027521844035732
2007-12,169.51541596462187,-3.106366979383258,0.4909510147614071
2008-01,170.90038558742518,-2.3755568520921067,-0.024828735333073837
2008-02,172.21187650563442,-2.5381369007935346,-0.07373960484088116
2008-03,173.3395047044878,-1.1085123151435547,1.1690076106557399
2008-04,174.19659418433895,0.3111593354749883,0.7922464801860656
2008-05,174.73382784160566,1.9208027118115831,2.745369446582771
2008-06,174.93877407440652,2.5622269690417725,4.498998956551702
2008-07,174.83349586493463,2.951788518409193,7.814715616656173
2008-08,174.4688491991965,1.96976728050866,6.161383520294834
2008-09,173.90352775060134,1.124325939611004,7.8721463097876665
2008-10,173.1818203917233,-0.4414849045943074,4.059664512871024
2008-11,172.3354426082327,-1.2051187306520332,-1.7303238775806733
2008-12,171.39633342070553,-2.9572892520504066,-4.3390441686551355
2009-01,170.41577542298035,-2.291441466902005,-3.4243339560783568
2009-02,169.47084095718571,-2.5456176536451234,-3.0252233035405993
2009-03,168.65186166922268,-1.2046435537170896,-4.547218115505586
2009-04,168.04754791971916,0.06849672693813123,-3.916044646657298
2009-05,167.72025425364689,1.7177151099234682,-3.6379693635703347
2009-06,167.69319159245435,2.2812136871860336,-1.5744052796403878
2009-07,167.9448026536926,2.5532800192791267,-3.398082672971725
2009-08,168.41923965024083,1.8695826297373273,-0.8888222799781431
2009-09,169.03366959098796,1.4756907418757708,-1.9093603328637414
2009-10,169.71379519708287,-0.03269746232082105,-0.7810977347620565
2009-11,170.41814366960534,-1.2303822368652944,1.512238567259942
2009-12,171.1281612642607,-2.9728780929233656,2.6447168286626663
2010-01,171.83528899930502,-1.7646523694375986,3.0293633701325575
2010-02,172.53731439512103,-1.8835768536434734,1.5462624585224205
2010-03,173.24041686387065,-0.46373847697915094,1.1233216131085157
2010-04,173.94991719089657,0.7620836643310195,0.48799914477240236
2010-05,174.67102965042452,1.689933287197043,-0.26096293762157075
2010-06,175.412790348062,1.346928070930449,-1.959718418992452
2010-07,176.19673715860668,0.924972926488072,-2.421710085094759
2010-08,177.0468346987127,0.8199115880977454,-2.566746286810428
2010-09,177.98914868490633,0.5503849278409516,-3.0395336127472774
2010-10,179.04067919891602,-0.3727549345242186,-1.367924264391803
2010-11,180.1942565111979,-1.0741827415153604,-0.9200737696825456
2010-12,181.42356858984283,-2.178998857649536,-0.14456973219330393
2011-01,182.69083194495454,-1.0032671015001926,-0.587564843454345
2011-02,183.9601657490115,-0.674126241387968,0.013960492376469347
2011-03,185.19638583799417,0.7948767301162877,1.30873743188954
2011-04,186.3670862498054,1.6285313184942352,2.204382431700367
2011-05,187.44569580128066,1.7022609686904095,2.7520432300289315
2011-06,188.41728249674992,0.3701683033557428,2.3125491998943346
2011-07,189.27229055280296,-0.2712763663378849,2.698985813534904
2011-08,190.00211069924663,-0.06872895570453896,0.766618256457889
2011-09,190.59944233619055,0.045618446565591844,0.8549392172438672
2011-10,191.0609650029284,-0.5127339450144092,-0.3482310579140062
2011-11,191.40050618209125,-1.2612703326048278,0.4607641505135689
2011-12,191.65072281614397,-1.9882766585501783,-0.062446157593797125
2012-01,191.85321186556249,-1.0250499089499794,0.27183804338747564
2012-02,192.0409568293713,0.0018895378936081841,0.057153632735065685
2012-03,192.23276375332676,1.2705374051078246,0.7966988415654157
2012-04,192.43680612547436,1.8108068239548072,0.4523870505708203
2012-05,192.6532076616193,1.575538625373347,-0.6287462869926514
2012-06,192.8690452478381,0.2912271723094816,-1.4602724201475894
2012-07,193.06381188998867,-0.0029932041584917746,-1.8608186858301963
2012-08,193.22605732800727,0.31204738279532845,-0.038104710802599584
2012-09,193.35606539891725,0.6782651063887809,1.3656694946939751
2012-10,193.46261690673745,-0.15096421461261764,1.7883473078751706
2012-11,193.5524841890619,-1.3525041012229866,0.400019912161099
2012-12,193.62817626440207,-2.169393025365982,0.34121676096393116
2013-01,193.6891493495375,-1.6789149425102794,0.5897655929727819
2013-02,193.7343594741802,-0.30858188035778666,1.7742224061775858
2013-03,193.7652917832649,0.6687342932983669,0.06597392343672936
2013-04,193.78859888507301,1.1124839493056253,-0.9010828343786272
2013-05,193.81679935749187,1.1231208190208957,-0.9399201765127714
2013-06,193.86900206959552,0.5858331541799457,-0.5548352237754557
2013-07,193.96467631439825,0.5846492337204602,-0.549325548118702
2013-08,194.1066038289847,1.1590418069784014,-0.6656456359631022
2013-09,194.28275791306532,1.3096276226430872,-1.292385535708405
2013-10,194.47872649787917,0.4758078981606183,-1.2545343960397872
2013-11,194.68707206357135,-0.8940665055661118,-1.0930055580052453
2013-12,194.90138593485295,-2.0375471248286163,0.33616118997565536
2014-01,195.1063544218748,-2.3917701206077266,1.4854156987329077
2014-02,195.27537094093216,-1.1561483547725786,1.0807774138403943
2014-03,195.37601792290525,-0.36772717012456063,1.1917092472193076
2014-04,195.3727534943503,0.12199212139083584,2.005254384258876
2014-05,195.23780310653305,0.9353916861773349,1.0268052072896126
2014-06,194.95515639653098,1.3092903666894524,0.9355532367795547
2014-07,194.52261784092715,1.4661162488861357,1.411265910186728
2014-08,193.95902461452405,1.6235930304734494,1.8173823550025077
2014-09,193.29849329160686,1.1687290026099728,2.3327777057831725
2014-10,192.57807352360297,0.569125219802513,1.652801256594529
2014-11,191.8242743068974,-0.5582634070185497,1.4339891001211527
2014-12,191.04461458611652,-1.779374256103035,-0.16524033001348926
2015-01,190.23832452207182,-2.503105386417621,-2.735219135654205
2015-02,189.4097767532592,-1.8427967762503183,-2.1669799770088787
2015-03,188.56949261437168,-1.0030962201928075,-1.366396394178878
2015-04,187.73184166621618,-0.25423429099791156,-1.777607375218281
2015-05,186.9164317670716,0.9163189569469496,0.3672492759814361
2015-06,186.14698433732354,1.7615925188798263,0.9914231437966237
2015-07,185.44401151038,1.8018649535215405,1.2541235360984615
2015-08,184.81827290733742,1.4715457800667266,0.7101813125958643
2015-09,184.26881727609978,0.9065061977253445,-0.8753234738251194
2015-10,183.78395315758237,0.5317228563006684,-0.6156760138830464
2015-11,183.34668367411336,-0.2472705213976538,-0.19941315271569238
2015-12,182.95068494895864,-1.4287075060466108,-0.7219774429120207
2016-01,182.60557343250804,-2.037990087105243,-0.8675833454028066
2016-02,182.32669716611514,-1.8032062543294907,-1.8234909117856546
2016-03,182.13644566270682,-1.0927980023964656,-1.7436476603103301
2016-04,182.06252800367963,-0.3560456016425467,-1.2064824020370963
2016-05,182.11948274815347,0.8216432618653795,-1.0411260100188429
2016-06,182.30400387914742,1.6092115645778586,-0.31321544372528365
2016-07,182.5978349384827,1.3467771582033516,-0.5446120966860235
2016-08,182.97232894794314,0.9121532352039872,-1.384482183147128
2016-09,183.39912378719592,0.5305552061555296,-0.9296789933514447
2016-10,183.85237812003103,0.547098169470727,-0.6994762895017743
2016-11,184.31481826558596,-0.10933438621061692,-1.0054838793753618
2016-12,184.7806463558749,-1.271585928777137,0.3909395729022549
2017-01,185.25228009612727,-1.417711672989336,1.7654315768620563
2017-02,185.7413751662134,-1.3217442295571975,1.7803690633437839
2017-03,186.25983157915738,-0.8327821129303965,1.2729505337730131
2017-04,186.81247709002685,-0.03659257262626346,0.8241154825994101
2017-05,187.3943942078057,0.8430985053728537,-0.9374927131785569
2017-06,187.9917452187507,1.143955673760699,-1.5357008925114144
2017-07,188.59533118152814,0.7729450647322262,-2.0682762462603534
2017-08,189.21007654588658,0.3496974069386225,-1.1597739528251907
2017-09,189.8494925797083,0.3052201564969676,-0.554712736205289
2017-10,190.52861192499623,0.780386102995677,-1.1089980279919018
2017-11,191.25944403417103,0.06871935632305297,-0.12816339049408043
2017-12,192.04248731539883,-1.0296447002622366,0.2871573848634057
2018-01,192.8630360233555,-0.8083216062401628,0.5452855828846452
2018-02,193.6878270035687,-0.6356437656664233,0.44781676209771604
2018-03,194.46780286314672,-0.34979023620407174,-0.11801262694265802
2018-04,195.15440311162612,-0.06990580322820392,0.21550269160209723
2018-05,195.72315136657917,0.6473100495622539,1.3295385838585503
2018-06,196.18072786545375,0.3980361950179393,1.8212359395283215
2018-07,196.55519723109578,0.3842080296248456,1.5605947392793666
2018-08,196.86700607495095,0.11618026552603086,1.616813659523018
2018-09,197.12100434781516,0.15229125800109478,1.6267043941837471
2018-10,197.31619595933358,0.7995363177176501,2.2842677229487833
2018-11,197.44506608317045,0.21382717709088092,0.741106739738683
2018-12,197.49841469435842,-0.7007435943678935,-1.5976710999905208
2019-01,197.4744878872386,-0.42024174849232543,-2.754246138746282
2019-02,197.38865864459453,-0.1783418792674162,-1.8103167653271157
2019-03,197.2742015716289,-0.021522517318885714,0.14732094568998377
2019-04,197.16469824070649,-0.8369726478896253,2.8722744071831414
2019-05,197.07117480986008,0.5222731780091727,1.5065520121307259
2019-06,196.96962707292982,0.29371153935968464,-0.26333861228951605
2019-07,196.81057922154608,0.6443439373897191,0.04507684106420129
2019-08,196.5510294951097,0.17578525442926807,-0.3268147495389542
2019-09,196.17026921396004,-0.20040243977633626,-0.06986677418370846
2019-10,195.6777182375766,0.3787842261662103,0.5434975362571777
2019-11,195.11584346473342,-0.3791148251612889,1.763271360427865
2019-12,194.5480010934125,-1.44985503257513,3.3018539391626405
2020-01,194.03762470365263,-1.019021260502769,3.5813965568501374
2020-02,193.6334702249151,-0.4119469801656742,1.8784767552505741
2020-03,193.3647817261963,0.5545838924881701,-1.6193656186844692
2020-04,193.23893755339566,-0.5264310574476656,-6.612506495947997
2020-05,193.26615994368365,1.5499157518115743,-5.916075695495209
2020-06,193.47596271943618,1.826872325671027,-5.102835045107213
2020-07,193.91087969100977,1.3959691364910012,-3.006848827500761
2020-08,194.61727700087096,-0.055042425502119185,-1.5622345753688478
2020-09,195.6314132987897,-0.7769664523567374,-1.9544468464329725
2020-10,196.97086727875813,-0.21016545927225644,-3.0607018194858995
2020-11,198.62302219842428,-1.0716824846460573,-3.051339713778219
2020-12,200.54317997457824,-2.929278643198651,-0.9139013313796056
2021-01,202.66846009151428,-1.6615594418070478,-1.4069006497072394
2021-02,204.9362239165296,-0.6787241986489669,-1.1574997178806257
2021-03,207.3054015791955,0.9991926299215649,-0.40459420911705024
2021-04,209.76548440520457,0.002880361119517741,0.33163523367591097
2021-05,212.32187115771757,2.4162733844237687,0.3618554578586668
2021-06,214.98977729260073,3.599411189592556,-0.6891884821932877
2021-07,217.78072684258655,1.8526085789726074,-0.14133542155917667
2021-08,220.7054908730751,0.12640555922000216,-0.7178964322950776
2021-09,223.7678738510772,-0.47349551803501044,-1.4253783330422038
2021-10,226.93027376031515,-0.201901293781473,-1.250372466533662
2021-11,230.11153549464188,-1.3527311697642037,-1.649804324877664
2021-12,233.22163466245982,-4.561272008053575,-2.1903626544062433
2022-01,236.19624114821298,-2.484206090775947,-2.217035057437016
2022-02,238.99169097390603,-0.6598744285681127,-1.0868165453379106
2022-03,241.5668046116841,1.0648865689537903,2.7723088193621095
2022-04,243.89378102692783,0.9822065322390443,4.684012440833129
2022-05,245.94933080323852,1.979829579426398,8.466839617335097
2022-06,247.70715434892583,2.808355622404041,11.902490028670115
2022-07,249.1301911749055,1.459217927925212,5.93659089716931
2022-08,250.17357943992965,0.7812099458775272,0.5392106141928252
2022-09,250.80555244243962,0.10935339996596066,0.9760941575944173
2022-10,251.03335527524757,-0.023140589033538883,3.019785313785974
2022-11,250.92568314437042,-1.4070451241966357,3.386361979826205
2022-12,250.5911940748859,-4.707606541962812,-0.7685875329230782
2023-01,250.13920033581465,-2.5899291188058062,1.6287287829911463
2023-02,249.66334008389097,-0.744431020236333,0.3890909363453545
2023-03,249.2247544173198,1.0913218065734243,-1.3360762238932296
2023-04,248.84848570432405,2.053416726940709,-2.318902431264746
2023-05,248.53020270007295,1.6047983655544273,-3.929001065627375
2023-06,248.2479064596374,2.032510045503984,-4.496416505141383
2023-07,248.00416177317084,1.1849877641005986,-3.75514953727145
2023-08,247.82683312762808,1.2058679439302329,2.060298928441682
2023-09,247.73823037460605,0.29768325457792716,4.332086370816029
2023-10,247.73994704847544,0.036340416707308865,1.3427125348172524
2023-11,247.80802896665884,-1.3972925548998998,0.08626358824108138
2023-12,247.9082929682882,-4.575643981829541,-0.06664898645868789
2024-01,247.99900329133547,-2.31238286980985,-1.630620421525606
2024-02,248.05006851087134,-0.7035425887657987,0.9484740778944456
2024-03,248.02297717288533,1.042084663690312,0.4509381634243539
2024-04,248.05044405411536,2.9878378130821943,0.33771813280245055
2024-05,248.09465230315072,0.8614522038238877,-0.19310450697460624
2024-06,248.14268941670684,0.7267110070295493,-1.149400423736381
2024-07,248.19071583709018,0.712568511900831,0.9437156510090006
2024-08,248.2378121879007,1.737747135658143,-0.8075593235588201
2024-09,248.2838475186772,0.5917705644917749,-2.5366180831689746
2024-10,248.3296934124914,0.11531684607224935,-1.2190102585636566
2024-11,248.37748152497016,-1.3434963354545828,-0.334985189515578
2024-12,248.42984287648505,-4.111331921841058,1.7944890453560163
2025-01,248.4890804172141,-1.8267524759330211,1.90767205871893
